PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.053 uM,Activity at 0.263 uM,Activity at 1.320 uM,Activity at 6.580 uM,Activity at 32.90 uM,Compound QC
RESULT_TYPE,,,,,,,STRING,FLOAT,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
434,22412138,6875051,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000699252-01,,Activator,19.9526,251.753,,Partial curve; high efficacy,-4.7,4.9549,0.9982,263.627,11.874,2.1,0 0 0 0,244.099,,6.6203,18.4848,12.4636,244.099,QC'd by Specs
435,22412172,3432423,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000699487-01,,Activator,11.2202,223.586,,Partial curve; high efficacy,-4.95,4.5045,0.9988,216.726,-6.86,2.1,0 0 0 0,215.006,,-2.5895,-11.3762,13.4967,215.006,QC'd by Specs
436,22412194,3396520,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000698578-01,,Activator,22.3872,279.102,,Partial curve; high efficacy,-4.65,4.9549,0.9998,285.239,6.1362,2.1,0 0 0 0,250.209,,4.7626,8.0395,5.8176,250.209,QC'd by Specs
437,22412321,850148,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000704021-01,,Activator,11.2202,234.54,,Partial curve; high efficacy,-4.95,4.5045,0.9916,225.906,-8.6332,2.1,0 0 0 0,224.113,,4.0218,-21.5231,10.7772,224.113,QC'd by Specs
438,22412468,4672308,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000756235-01,,Activator,11.2202,67.4171,,Partial curve; partial efficacy,-4.95,4.5045,0.9946,70.4268,3.0097,2.2,0 0 0 0,69.9186,,0.0158,5.8826,8.7305,69.9186,QC'd by Specs
439,22412704,4158063,Active,52,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000698746-01,,Activator,2.8184,213.09,,Partial curve; high efficacy,-5.55,2.4729,1,224.428,11.3385,2.1,0 0 0 1,19.2794,,12.1259,39.7365,201.101,19.2794,QC'd by Specs
440,22412996,3625258,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000698297-01,,Activator,7.9433,177.569,,Partial curve; high efficacy,-5.1,1.4163,1,176.852,-0.7166,2.1,1 0 0 0,155.954,,26.1963,12.6394,76.3858,155.954,QC'd by Specs
441,22413016,11414033,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000698700-01,,Activator,14.1254,62.2646,,Partial curve; partial efficacy,-4.85,1.5936,0.9799,77.1974,14.9329,2.2,0 0 0 0,64.789,,11.9033,20.8497,27.6935,64.789,QC'd by Specs
442,22413086,135401386,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000699023-01,,Activator,22.3872,77.9971,,Partial curve; partial efficacy,-4.65,4.9549,0.9965,85.0144,7.0174,2.2,0 0 0 0,75.016,,9.8813,6.3792,5.3637,75.016,QC'd by Specs
443,22413243,1718167,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000699167-01,,Activator,12.5893,66.2382,,Partial curve; partial efficacy,-4.9,3.2975,0.987,69.6806,3.4424,2.2,0 0 0 0,66.8673,,-1.0545,7.6185,10.4127,66.8673,QC'd by Specs
444,22413256,902193,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000702763-01,,Activator,4.4668,77.5025,,Partial curve; high efficacy,-5.35,4.9549,0.9997,90.3003,12.7978,2.1,0 0 0 1,4.3977,,13.5766,12.3559,80.3336,4.3977,QC'd by Specs
445,22413427,1227150,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000698076-01,,Activator,12.5893,71.9805,,Partial curve; partial efficacy,-4.9,2.3531,0.9658,73.9325,1.952,2.2,0 0 0 0,67.1472,,-4.5525,9.9399,14.2433,67.1472,QC'd by Specs
446,22413611,3682589,Active,48,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000699309-01,,Activator,17.7828,641.316,,Partial curve; high efficacy,-4.75,4.5045,1,656.363,15.0469,2.1,1 0 0 0,618.044,,29.0018,16.168,21.1355,618.044,QC'd by Specs
447,22413793,9710824,Active,51,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000699125-01,,Activator,3.5481,245.213,,Partial curve; high efficacy,-5.45,2.4729,0.9999,233.858,-11.3545,2.1,0 0 0 1,6.0144,,-11.9886,9.3754,190.129,6.0144,QC'd by Specs
448,22413822,992968,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000706582-01,,Activator,11.2202,222.921,,Partial curve; high efficacy,-4.95,1.4781,1,223.842,0.9214,2.1,0 0 0 0,186.535,,2.2488,9.3817,70.4663,186.535,QC'd by Specs
449,22413866,5394508,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000702377-01,,Activator,11.2202,124.335,,Partial curve; high efficacy,-4.95,2.9523,0.9653,126.299,1.9644,2.1,0 0 0 0,120.977,,-11.623,15.0475,23.3537,120.977,QC'd by Specs
450,22414106,135401424,Active,84,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000700905-01,,Activator,2.5119,84.1988,,Complete curve; high efficacy,-5.6,4.9549,0.9423,77.216,-6.9828,1.1,0 0 0 0,63.6714,,-3.146,-7.9611,90.6291,63.6714,QC'd by Specs
451,22414110,135401426,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000700878-01,,Activator,2.5119,100.421,,Partial curve; high efficacy,-5.6,2.1211,1,106.507,6.0857,2.1,0 0 0 1,22.5817,,6.6402,26.4984,94.9256,22.5817,QC'd by Specs
452,22414405,4183195,Active,47,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000700985-01,,Activator,5.0119,174.076,,Partial curve; high efficacy,-5.3,3.9295,0.9925,167.148,-6.9281,2.1,0 0 0 0,164.84,,1.9536,-15.5442,125.192,164.84,QC'd by Specs
453,22414549,135401444,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000704325-01,,Activator,17.7828,204.107,,Partial curve; high efficacy,-4.75,4.5045,0.9996,207.999,3.8922,2.1,0 0 0 0,195.856,,5.7406,1.2443,5.9181,195.856,QC'd by Specs
454,22414732,54688245,Active,52,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000700661-01,,Activator,11.2202,517.863,,Partial curve; high efficacy,-4.95,4.095,0.9998,528.174,10.311,2.1,0 0 0 0,520.881,,5.3308,14.4901,64.2508,520.881,QC'd by Specs
455,22414943,135401468,Active,92,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000704528-01,,Activator,3.9811,281.523,,Complete curve; high efficacy,-5.4,4.9549,0.9996,275.915,-5.6076,1.1,0 0 0 0,277.024,,-2.2268,-8.2388,252.994,277.024,QC'd by Specs
456,22414991,9654636,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000698176-01,,Activator,14.1254,102.887,,Partial curve; high efficacy,-4.85,4.9549,0.9749,111.914,9.0272,2.1,0 0 0 0,110.369,,18.9555,-0.8162,11.1945,110.369,QC'd by Specs
457,22415069,54711863,Active,60,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000705361-01,,Activator,3.5481,418.011,,Partial curve; high efficacy,-5.45,3.9295,1,425.7,7.6893,2.1,0 0 0 1,3.2681,,7.5223,15.9882,391.989,3.2681,QC'd by Specs
458,22415085,851958,Active,53,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000704422-01,,Activator,3.9811,271.115,,Partial curve; high efficacy,-5.4,3.9295,1,279.419,8.3037,2.1,0 0 0 1,25.3041,,9.1527,12.0147,246.401,25.3041,QC'd by Specs
459,22415203,617057,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000666304-01,,Activator,17.7828,83.7767,,Partial curve; high efficacy,-4.75,4.5045,0.9684,92.508,8.7313,2.1,0 0 0 0,87.6023,,17.376,-0.0065,9.663,87.6023,QC'd by ChemBridge
460,22415464,800646,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000677089-01,,Activator,14.1254,86.2915,,Partial curve; high efficacy,-4.85,3.2975,0.9763,94.6359,8.3444,2.1,0 0 0 0,89.6174,,3.0617,17.469,14.1908,89.6174,QC'd by ChemBridge
461,22415606,2921541,Active,59,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000676909-01,,Activator,3.1623,383.455,,Partial curve; high efficacy,-5.5,3.9295,1,380.668,-2.7871,2.1,0 0 0 1,60.2364,,-3.8406,9.2725,360.481,60.2364,QC'd by ChemBridge
462,22415711,2921134,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000677232-01,,Activator,12.5893,71.552,,Partial curve; partial efficacy,-4.9,1.7529,0.9691,72.8368,1.2848,2.2,0 0 0 0,61.8092,,-4.0998,9.2077,17.0523,61.8092,QC'd by ChemBridge
463,22415856,799959,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000665556-01,,Activator,5.6234,87.7787,,Partial curve; high efficacy,-5.25,3.0654,0.9616,93.4063,5.6276,2.1,0 0 0 0,91.5748,,15.3583,-4.2349,61.8861,91.5748,QC'd by ChemBridge
464,22415889,1581363,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000662736-01,,Activator,11.2202,90.8348,,Partial curve; high efficacy,-4.95,1.8079,1,94.3497,3.5149,2.1,0 0 0 0,83.1767,,3.4741,5.6983,28.5187,83.1767,QC'd by ChemBridge
465,22415897,797304,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000662648-01,,Activator,15.8489,84.2406,,Partial curve; partial efficacy,-4.8,1.6604,0.9566,94.7025,10.4618,2.2,0 0 0 0,75.6887,,4.9248,21.1002,24.2886,75.6887,QC'd by ChemBridge
466,22415917,799236,Active,85,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000665481-01,,Activator,3.1623,102.841,,Complete curve; high efficacy,-5.5,1.9282,0.9998,103.853,1.0122,1.1,0 0 0 0,102.419,,1.1991,17.8526,84.3975,102.419,QC'd by ChemBridge
467,22416620,2966040,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000862532-01,,Activator,5.0119,153.938,,Partial curve; high efficacy,-5.3,2.1211,0.9999,156.221,2.2831,2.1,0 0 0 0,154.064,,1.8548,11.5532,100.604,154.064,QC'd by ChemBridge
468,22416671,2966178,Active,62,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000862541-01,,Activator,2.5119,411.181,,Partial curve; high efficacy,-5.6,1.5386,1,395.825,-15.3559,2.1,0 0 0 1,-81.001,,-3.3581,96.985,320.247,-81.001,QC'd by ChemBridge
469,22416791,5347983,Active,47,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000686535-01,,Activator,11.2202,323.7,,Partial curve; high efficacy,-4.95,4.5045,0.9993,321.937,-1.7629,2.1,0 0 0 0,319.382,,2.7478,-6.9072,26.4018,319.382,QC'd by ChemBridge
470,22416931,3813856,Active,49,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000666616-01,,Activator,2.8184,162.564,,Partial curve; high efficacy,-5.55,4.5045,1,169.72,7.1554,2.1,0 0 0 1,9.944,,7.3822,12.1541,166.392,9.944,QC'd by ChemBridge
471,22417014,2893281,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000666477-01,,Activator,11.2202,152.458,,Partial curve; high efficacy,-4.95,4.095,0.9991,181.632,29.1745,2.1,0 0 0 0,180.191,,26.6408,31.7468,43.4897,180.191,QC'd by ChemBridge
472,24779479,4638554,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000624572-01,,Activator,7.9433,74.5282,,Partial curve; partial efficacy,-5.1,1.9673,0.997,74.0261,-0.502,2.2,0 0 0 0,70.1236,,1.9475,-0.3767,29.6185,70.1236,QC'd by Life Chemicals
473,24779514,4638552,Active,84,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000624574-01,,Activator,4.4668,83.7512,,Complete curve; high efficacy,-5.35,3.132,0.9996,83.0422,-0.709,1.1,0 0 0 0,82.1931,,0.1032,0.3491,64.4133,82.1931,QC'd by Life Chemicals
474,24783255,9590296,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000764597-01,,Activator,14.1254,106.107,,Partial curve; high efficacy,-4.85,2.3531,0.941,114.988,8.8812,2.1,0 0 0 0,102.485,,-0.7736,25.4756,22.7995,102.485,QC'd by Asinex Ltd.
475,24785328,4108280,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000727865-01,,Activator,11.2202,103.796,,Partial curve; high efficacy,-4.95,4.095,0.9996,105.344,1.5487,2.1,0 0 0 0,103.89,,0.6461,2.802,11.4477,103.89,QC'd by Chem Div
476,24786404,4172489,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000727866-01,,Activator,12.5893,115.173,,Partial curve; high efficacy,-4.9,4.5045,0.9987,118.076,2.9032,2.1,0 0 0 0,116.446,,0.3174,5.0732,9.4212,116.446,QC'd by Chem Div
477,24787363,3999223,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000685754-01,,Activator,11.2202,99.9407,,Partial curve; high efficacy,-4.95,3.2975,0.9992,99.1053,-0.8354,2.1,0 0 0 0,96.5938,,0.5845,-2.4431,13.752,96.5938,QC'd by Chem Div
478,24804069,5730111,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000676730-01,,Activator,6.3096,84.2813,,Partial curve; partial efficacy,-5.2,1.8851,0.9888,76.6943,-7.587,2.2,0 0 0 0,72.2493,,-3.6842,-8.8225,38.4911,72.2493,QC'd by ChemBridge
479,24807302,3140495,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000717141-01,,Activator,10,98.6346,,Partial curve; high efficacy,-5,1.2475,0.9977,100.496,1.8609,2.1,0 0 0 0,82.8387,,1.4472,11.4008,37.2358,82.8387,QC'd by Asinex Ltd.
480,24809761,799944,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000710778-01,,Activator,11.2202,70.8543,,Partial curve; partial efficacy,-4.95,4.045,0.9938,73.944,3.0896,2.2,0 0 0 0,73.2711,,-0.4487,6.1302,10.4189,73.2711,QC'd by Asinex Ltd.
481,24813576,565801,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000712327-01,,Activator,14.1254,71.3872,,Partial curve; partial efficacy,-4.85,4.095,0.9994,75.3777,3.9905,2.2,0 0 0 0,73.1975,,3.0077,5.0858,6.8575,73.1975,QC'd by Asinex Ltd.
482,24814716,698133,Active,85,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000689781-01,,Activator,2.5119,85.1325,,Complete curve; high efficacy,-5.6,4.9549,0.9261,85.6336,0.5011,1.1,0 0 0 0,69.3557,,3.4223,0.9941,101.222,69.3557,QC'd by Chem Div
483,24815040,135472807,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000685638-01,,Activator,7.9433,97.0971,,Partial curve; high efficacy,-5.1,1.3723,0.9999,95.9434,-1.1537,2.1,0 0 0 0,84.1609,,-0.1828,6.6935,40.6259,84.1609,QC'd by Chem Div
484,24818954,9637968,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000721708-01,,Activator,10,127.996,,Partial curve; high efficacy,-5,4.9549,0.9994,129.766,1.7699,2.1,0 0 0 0,129.507,,-0.1457,3.6083,15.573,129.507,QC'd by Key Organics Ltd.
485,24819776,1485477,Active,47,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000764040-01,,Activator,11.2202,324.683,,Partial curve; high efficacy,-4.95,3.2975,0.9994,325.478,0.794,2.1,0 0 0 0,315.385,,-3.3222,5.9262,49.3638,315.385,QC'd by Key Organics Ltd.
486,24823068,135439710,Active,86,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000681668-01,,Activator,0.8913,76.0736,,Complete curve; high efficacy,-6.05,2.3531,0.9592,74.5692,-1.5044,1.1,0 0 0 0,82.781,,2.7366,52.7697,65.1177,82.781,QC'd by Chem Div
487,24823128,135439717,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000685641-01,,Activator,7.0795,93.3303,,Partial curve; high efficacy,-5.15,1.8851,0.9973,90.993,-2.3373,2.1,0 0 0 0,86.1676,,0.6298,-0.9389,40.6138,86.1676,QC'd by Chem Div
488,24823359,9562940,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000681711-01,,Activator,5.0119,116.232,,Partial curve; high efficacy,-5.3,2.4064,0.9968,112.939,-3.2934,2.1,0 0 0 0,112.713,,0.8576,-1.7903,71.3928,112.713,QC'd by Chem Div
489,24823527,9628228,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000673324-01,,Activator,10,72.414,,Partial curve; partial efficacy,-5,2.4729,0.9999,70.4934,-1.9205,2.2,0 0 0 0,66.6598,,-1.7343,-1.6884,17.3078,66.6598,QC'd by Chem Div
490,24823612,135439775,Active,86,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000685423-01,,Activator,3.5481,113.727,,Complete curve; high efficacy,-5.45,2.1211,1,116.534,2.8073,1.1,0 0 0 0,115.609,,3.3164,14.8597,92.8657,115.609,QC'd by Chem Div
491,24823945,1207945,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001049122-01,,Activator,8.9125,71.4918,,Partial curve; partial efficacy,-5.05,2.3332,0.9983,70.5411,-0.9508,2.2,0 0 0 0,67.7511,,0.7636,-1.289,21.7635,67.7511,QC'd by InterBioScreen
492,24825460,6901569,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001017342-01,,Activator,8.9125,67.0073,,Partial curve; partial efficacy,-5.05,1.8265,0.9893,71.2231,4.2159,2.2,0 0 0 0,65.0214,,7.1143,2.1802,30.073,65.0214,QC'd by Enamine
493,24826268,2531772,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000771840-01,,Activator,7.9433,128.503,,Partial curve; high efficacy,-5.1,1.8851,0.9998,126.056,-2.4471,2.1,0 0 0 0,116.718,,-2.0393,2.4687,50.2503,116.718,QC'd by Enamine
494,24826276,2115242,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000771038-01,,Activator,11.2202,154.603,,Partial curve; high efficacy,-4.95,3.6772,0.999,153.459,-1.1446,2.1,0 0 0 0,150.45,,1.9127,-3.52,18.1444,150.45,QC'd by Enamine
495,24826312,135439848,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000770185-01,,Activator,5.6234,76.3413,,Partial curve; partial efficacy,-5.25,2.3332,0.9999,77.7815,1.4402,2.2,0 0 0 0,76.6429,,1.0448,4.5213,46.6061,76.6429,QC'd by Enamine
496,24828272,1534928,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001006959-01,,Activator,2.5119,89.2185,,Partial curve; high efficacy,-5.6,3.0654,1,93.994,4.7755,2.1,0 0 0 1,-21.1488,,5.0289,15.4842,89.5181,-21.1488,QC'd by Enamine
497,24828784,5877648,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001004510-01,,Activator,11.2202,74.5367,,Partial curve; partial efficacy,-4.95,4.095,0.9989,75.1477,0.6111,2.2,0 0 0 0,74.053,,-0.7566,2.1479,8.219,74.053,QC'd by Enamine
498,24831419,2526884,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000877957-01,,Activator,10,78.8836,,Partial curve; partial efficacy,-5,4.045,0.9998,77.9909,-0.8926,2.2,0 0 0 0,77.2121,,-1.2857,-0.5593,10.7444,77.2121,QC'd by Enamine
499,24835280,135519955,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000774414-01,,Activator,11.2202,86.7856,,Partial curve; high efficacy,-4.95,3.6772,0.9994,89.6483,2.8627,2.1,0 0 0 0,87.8905,,4.0171,1.5173,13.5898,87.8905,QC'd by Enamine
500,24835370,4644032,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001002224-01,,Activator,10,88.7965,,Partial curve; high efficacy,-5,3.132,0.9956,88.8046,0.0081,2.1,0 0 0 0,87.0634,,3.5607,-2.912,18.2569,87.0634,QC'd by Enamine
501,24835502,3386822,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000776329-01,,Activator,10,65.0218,,Partial curve; partial efficacy,-5,3.5722,0.9999,65.586,0.5642,2.2,0 0 0 0,64.54,,0.3751,0.1816,12.8224,64.54,QC'd by Enamine
502,24836813,9660914,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001033864-01,,Activator,12.5893,80.6462,,Partial curve; high efficacy,-4.9,4.5045,0.9999,87.6534,7.0071,2.1,0 0 0 0,86.4432,,7.1865,6.5856,10.8433,86.4432,QC'd by Enamine
503,24837012,135520027,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000759648-01,,Activator,10,89.3817,,Partial curve; high efficacy,-5,4.4495,0.9995,90.2378,0.8562,2.1,0 0 0 0,89.5217,,-0.5321,1.7357,13.1632,89.5217,QC'd by Enamine
504,24837054,135520033,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000759728-01,,Activator,3.5481,111.999,,Partial curve; high efficacy,-5.45,1.2876,0.9999,103.31,-8.6888,2.1,0 0 0 0,97.2789,,-5.1076,16.5693,68.3457,97.2789,QC'd by Enamine
505,24841366,3570131,Active,90,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000760926-01,,Activator,0.4467,100.868,,Complete curve; high efficacy,-6.35,4.9549,0.9915,102.868,2,1.1,0 0 0 1,-9.0808,,8.5786,107.154,97.6312,-9.0808,QC'd by Enamine
506,26725298,16745534,Active,86,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000697665-01,,Activator,1.4125,82.8761,,Complete curve; high efficacy,-5.85,2.2526,0.9789,86.8294,3.9533,1.1,0 0 0 0,80.2615,,6.1251,41.3878,91.5922,80.2615,QC'd by null
507,26725757,135558932,Active,64,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000778056-01,,Activator,3.1623,72.459,,Complete curve; partial efficacy,-5.5,2.4729,0.9998,73.6924,1.2334,1.2,0 0 0 0,74.1026,,1.4363,8.2601,63.2184,74.1026,QC'd by null
508,26726272,135469903,Active,84,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000806974-01,,Activator,2.2387,78.1702,,Complete curve; high efficacy,-5.65,4.9549,0.9216,75.9754,-2.1948,1.1,0 0 0 0,60.4907,,-0.8346,1.1459,91.0976,60.4907,QC'd by null
509,26726361,16745874,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000888979-01,,Activator,12.5893,94.9419,,Partial curve; partial efficacy,-4.9,1.2876,0.9988,92.0382,-2.9037,2.2,0 0 0 0,70.8687,,-2.936,3.6348,24.9009,70.8687,QC'd by Viktor Krchnak - Univ. of Notre Dame - MLI PSL
510,26729549,2807928,Active,87,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000851482-01,,Activator,0.7079,82.9885,,Complete curve; high efficacy,-6.15,4.5045,1,82.7845,-0.204,1.1,0 0 0 1,0.5137,,0.5476,77.8319,82.588,0.5137,QC'd by null
511,26732584,135426834,Active,64,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000766240-01,,Activator,3.1623,79.8145,,Complete curve; partial efficacy,-5.5,3.1925,1,78.271,-1.5435,1.2,0 0 0 0,78.0789,,-1.3351,2.8344,71.4796,78.0789,QC'd by NCI Chemotherapeutic Agents Repository
512,26740876,16752662,Active,85,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/NCGC00161812-01,,Activator,2.2387,85.5588,,Complete curve; high efficacy,-5.65,4.9549,0.9684,81.9317,-3.627,1.1,0 0 0 0,71.5091,,-3.7696,2.0268,92.2655,71.5091,QC'd by NCGCChem
513,26740877,16752663,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/NCGC00161813-01,,Activator,2.8184,113.016,,Partial curve; high efficacy,-5.55,3.5117,1,113.555,0.5392,2.1,0 0 0 1,-15.6627,,0.3103,7.7842,108.147,-15.6627,QC'd by NCGCChem
514,47193427,23723028,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000911928-01,,Activator,10,116.837,,Partial curve; high efficacy,-5,1.5095,0.9998,118.344,1.5074,2.1,0 0 0 0,101.67,,1.1747,6.7539,42.6799,101.67,QC'd by Mark J Kurth - Univ. of California Davis - MLI PSL
515,47196280,2933162,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001000897-01,,Activator,8.9125,74.7602,,Partial curve; partial efficacy,-5.05,2.3332,0.9998,74.5019,-0.2583,2.2,0 0 0 0,70.8353,,-0.1345,-0.0557,24.5581,70.8353,QC'd by ChemBridge
516,47200957,5349826,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001183554-01,,Activator,5.6234,98.0168,,Partial curve; high efficacy,-5.25,1.6266,0.9957,92.4227,-5.5941,2.1,0 0 0 0,85.5766,,-2.3357,-0.7813,50.481,85.5766,QC'd by Vitas-M Laboratory
517,47202972,2922086,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001209231-01,,Activator,10,102.937,,Partial curve; high efficacy,-5,3.1925,0.9998,109.027,6.0902,2.1,0 0 0 0,106.889,,5.3861,6.3563,28.4003,106.889,QC'd by Asinex Ltd.
518,47203006,135411765,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001209987-01,,Activator,6.3096,81.4448,,Partial curve; partial efficacy,-5.2,1.8265,0.9992,80.3102,-1.1346,2.2,0 0 0 0,76.7747,,0.4284,2.1621,41.1313,76.7747,QC'd by Asinex Ltd.
519,47204358,2919324,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001210242-01,,Activator,11.2202,65.5105,,Partial curve; partial efficacy,-4.95,4.095,0.9997,65.9554,0.4449,2.2,0 0 0 0,64.9504,,-0.4308,0.8845,7.1622,64.9504,QC'd by Asinex Ltd.
520,49641071,5727207,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001202738-01,,Activator,7.0795,169.452,,Partial curve; high efficacy,-5.15,1.8851,0.9991,178.121,8.6693,2.1,0 0 0 0,168.676,,11.0512,12.3676,88.7268,168.676,QC'd by Asinex Ltd.
521,49641220,682756,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS001206846-01,,Activator,5.0119,71.3386,,Partial curve; partial efficacy,-5.3,1.8617,0.9993,66.4679,-4.8707,2.2,0 0 0 0,65.3434,,-4.4895,1.0766,38.5627,65.3434,QC'd by Asinex Ltd.
